comment,chat_luong,dong_goi,van_chuyen,gia_ca
"không đúng mô tả đặt 15prm lắp không vào thất vọng",negative,neutral,neutral,neutral
"ốp nhỏ không nên mua bán hàng tào lao kém chất lượng",negative,neutral,neutral,neutral
"giao thiếu hàng đặt 2 ốp 3 cường lực giao 1 bộ",negative,neutral,neutral,neutral
"chất lượng tệ ốp vào không khí dễ hỏng rẻ đi đôi với chất",negative,neutral,neutral,neutral
"không như mô tả live ốp dẻo giao cứng mỏng khác loại hoàn toàn",negative,neutral,neutral,neutral
"va nhẹ vỡ ốp cứng viền sắc cấn tay. để rơi chắc vỡ cả điện thoại",negative,neutral,neutral,neutral
"đóng gói sơ sài hộp méo sai màu đánh giá 1 sao",negative,negative,neutral,neutral
"đểu không nên mua",negative,neutral,neutral,neutral
"hàng đểu không dùng được đừng mua",negative,neutral,neutral,neutral
"hộp móp méo làm ốp nứt đánh giá 1 sao",negative,negative,negative,neutral
"giao sai màu sai dòng máy tự ý đổi hàng làm việc không ok",negative,neutral,neutral,neutral
"làm ăn chán giao hàng siêu chậm nhắn không trả lời",neutral,negative,negative,neutral
"rất mỏng nhựa dỏm không tác dụng bảo vệ máy",negative,neutral,neutral,neutral
"xấu cứng mua uổng tiền chất lượng tệ trầy điện thoại",negative,neutral,neutral,neutral
"chất lượng kém mặt lưng cong vênh ốp bị phồng khó chịu",negative,neutral,neutral,neutral
"không giống mô tả tưởng ốp dẻo ra cứng phí tiền",negative,neutral,neutral,neutral
"nút khó bấm mua về vứt sọt rác",negative,neutral,neutral,neutral
"quá tệ camera lệch hàng lỗi đừng ham rẻ",negative,neutral,neutral,neutral
"chưa nhận được hàng mà báo giao hàng thành công",neutral,neutral,negative,neutral
"ốp cứng dễ xước điện thoại nhét thẻ bất tiện dễ nứt vỡ",negative,neutral,neutral,neutral
"tệ sai mô tả cứng như đá giao nhầm màu",negative,neutral,neutral,neutral
"chất lượng rất tệ đóng gói sơ sài bỏ sọt rác",negative,negative,neutral,neutral
"sai mô tả gửi nhầm dòng máy không vừa camera quá lởm",negative,neutral,neutral,neutral
"chất lượng kém nhựa cứng giòn dễ vỡ vừa lắp vào máy đã vỡ",negative,neutral,neutral,neutral
"tệ hại đụng nhẹ bể làm bể viền điện thoại",negative,neutral,neutral,neutral
"ốp quá giòn dùng 2 ngày giòn tan không nên mua",negative,neutral,neutral,neutral
"mỏng không dẻo như mô tả nhựa dỏm ít tiền nên làm biếng trả",negative,neutral,neutral,neutral
"chất lượng kém như hàng mã vứt luôn xấu giao hàng chậm",negative,neutral,negative,neutral
"chất liệu không ok viền xung quanh ngắn hơn điện thoại",negative,neutral,neutral,neutral
"mỏng cứng không mềm dẻo không chịu va đập",negative,neutral,neutral,neutral
"không như mô tả giao sai dòng máy không ốp được",negative,neutral,neutral,neutral
"ốp rất tệ form cứng không dùng được vứt đi",negative,neutral,neutral,neutral
"không dùng được rẻ nhưng mua về vứt đi ngay",negative,neutral,neutral,neutral
"tháo lắp cứng đau tay không bảo vệ được máy giao sai màu",negative,neutral,neutral,neutral
"lừa đảo không giao hàng báo đã giao",neutral,neutral,negative,neutral
"chất lượng kém cứng đau tay gắn vào không bấm được nút sườn",negative,neutral,neutral,neutral
"ốp không vừa điện thoại lỗ camera lệch vứt đi",negative,neutral,neutral,neutral
"ốp nhỏ không dùng được rất trơn chấp nhận bỏ",negative,neutral,neutral,neutral
"chất lượng kém gia công méo lệch nút nguồn và âm lượng",negative,neutral,neutral,neutral
"chất lượng kém ốp nút bấm khó",negative,neutral,neutral,neutral
"chất lượng kém nút vật lý khe cắm sạc không vừa",negative,neutral,neutral,neutral
"không như mô tả giao sai dòng máy",negative,neutral,neutral,neutral
"sơ sài khác ảnh bị móp không vừa",negative,neutral,neutral,neutral
"đặt 2 lần giao sai hàng cả 2 lần nhắn tin shop không trả lời",negative,neutral,neutral,neutral
"sai dòng máy đặt 6s shop đưa ốp khác",negative,neutral,neutral,neutral
"chất lượng kém không khớp điện thoại không nên mua",negative,neutral,neutral,neutral
"mỏng rơi dễ vỡ màn hình",negative,neutral,neutral,neutral
"không giống quảng cáo cứng đểu",negative,neutral,neutral,neutral
"giao không đúng chất lượng xấu so với ảnh",negative,neutral,neutral,neutral
"nhựa đểu lồng vào rách giòn mỏng lởm",negative,neutral,neutral,neutral
"chất lượng kém không vừa điện thoại",negative,neutral,neutral,neutral
"mỏng dính giao sai dòng máy giao sai màu",negative,neutral,neutral,neutral
"xấu cứng làm hỏng điện thoại không nên mua",negative,neutral,neutral,neutral
"dễ nát lệch viền chông chênh rất khó chịu",negative,neutral,neutral,neutral
"tệ sai màu",negative,neutral,neutral,neutral
"giả mạo không như mô tả chất lượng kém",negative,neutral,neutral,neutral
"giá rẻ nhưng chất lượng quá kém không nên mua",negative,neutral,neutral,neutral
"ốp đẹp dã man nhưng không dùng được",negative,neutral,neutral,neutral
"ốp lưng vỡ và không vừa điện thoại",negative,neutral,neutral,neutral
"không như mô tả gửi sai dòng máy",negative,neutral,neutral,neutral
"ốp cứng thiết kế không có nút bấm vật lý",negative,neutral,neutral,neutral
"không vừa các lỗ bị lệch",negative,neutral,neutral,neutral
"gửi sai dòng máy chất lượng quá tệ",negative,neutral,neutral,neutral
"ốp lỗi không vào được máy rất tệ",negative,neutral,neutral,neutral
"gửi ốp vỡ nát làm ăn vớ vẩn",negative,neutral,neutral,neutral
"cường lực bít luôn lỗ loa chán",negative,neutral,neutral,neutral
"mới dùng được 3h đã tươm",negative,neutral,neutral,neutral
"cong móp không sử dụng được",negative,neutral,neutral,neutral
"không giống quảng cáo cứng không dẻo",negative,neutral,neutral,neutral
"đặt ốp trắng shop giao đen nhám",negative,neutral,neutral,neutral
"shop giao hàng nhanh. sản phẩm chất lượng và đóng gói kỹ lưỡng. dịch vụ chăm sóc khách hàng chu đáo tận tình. shop tư vấn nhiệt tình hỗ trợ tốt",positive,positive,positive,neutral
"chất lượng ngon bổ rẻ đúng mô tả. shop giao đơn nhanh đóng gói chu đáo sản phẩm chất lượng giá cả hợp lý",positive,positive,positive,positive
"hàng xịn xò cứng cáp chắc chắn remote chụp hình quay phim siêu nhạy. lần đầu mua thấy ưng ý hôm trước đặt hôm sau giao liền 5 sao",positive,neutral,positive,neutral
"shop tư vấn nhiệt tình hỗ trợ khách hàng tốt. đóng gói cẩn thận giao hàng nhanh. phục vụ tận tâm chu đáo sản phẩm chất lượng tốt đúng hình ảnh",positive,positive,positive,neutral
"sản phẩm rất đẹp và chất lượng vượt ngoài mong đợi. đúng như quảng cáo chất lượng tuyệt vời. đóng gói cẩn thận giao hàng nhanh",positive,positive,positive,neutral
"giao hàng nhanh chóng nhân viên nhiệt tình. sản phẩm chất lượng đóng gói kỹ lưỡng",positive,positive,positive,neutral
"chất lượng good đúng mô tả. shop hỗ trợ nhiệt tình gậy xài tạm ổn muốn xài lâu dài nên đầu tư loại giá cao hơn",neutral,neutral,neutral,neutral
"shop tư vấn nhiệt tình hỗ trợ khách hàng tốt. sẽ tiếp tục ủng hộ. sản phẩm rất đẹp và chất lượng vượt ngoài mong đợi",positive,neutral,neutral,neutral
"phục vụ tận tâm chu đáo sản phẩm chất lượng tốt đúng hình ảnh. đáng ủng hộ lâu dài. nhân viên nhiệt tình giao hàng nhanh chóng",positive,neutral,positive,neutral
"shop giao hàng nhanh sản phẩm chất lượng đóng gói kỹ lưỡng. sẽ tiếp tục ủng hộ. nhân viên nhiệt tình giao hàng nhanh",positive,positive,positive,neutral
"sản phẩm rất tốt đúng như quảng cáo chất lượng tuyệt vời. nhân viên nhiệt tình giao hàng nhanh. sản phẩm đẹp shop phục vụ chu đáo",positive,neutral,positive,neutral
"rất hài lòng với trải nghiệm mua sắm tại shop. giao hàng nhanh chóng nhân viên nhiệt tình. shop tư vấn hỗ trợ khách hàng tốt",positive,neutral,positive,neutral
"rất hài lòng với trải nghiệm mua sắm. nhân viên nhiệt tình giao hàng nhanh. phục vụ tận tâm chu đáo sản phẩm chất lượng tốt đúng hình ảnh",positive,neutral,positive,neutral
"sẽ tiếp tục ủng hộ shop. rất hài lòng với sản phẩm và dịch vụ. chăm sóc khách hàng chu đáo tận tình",positive,neutral,neutral,neutral
"shop tư vấn nhiệt tình hỗ trợ tốt. giao hàng nhanh nhân viên nhiệt tình. sản phẩm đẹp chất lượng tốt phục vụ chu đáo",positive,neutral,positive,neutral
"chăm sóc khách hàng chu đáo tận tình. rất hài lòng với trải nghiệm mua sắm. shop tư vấn nhiệt tình hỗ trợ tốt",positive,neutral,neutral,neutral
"shop giao hàng nhanh sản phẩm chất lượng đóng gói kỹ lưỡng. sản phẩm rất tốt đúng quảng cáo chất lượng tuyệt vời",positive,positive,positive,neutral
"rất hài lòng với sản phẩm và dịch vụ. sản phẩm tuyệt vời chất lượng tốt giao hàng nhanh chóng. đóng gói cẩn thận",positive,positive,positive,neutral
"shop giao hàng nhanh sản phẩm chất lượng đóng gói kỹ. chăm sóc khách hàng chu đáo tận tình. nhân viên nhiệt tình",positive,positive,positive,neutral
"chăm sóc khách hàng chu đáo tận tình. chắc chắn quay lại mua sắm. sản phẩm tuyệt vời chất lượng tốt giao hàng nhanh",positive,neutral,positive,neutral
"giao hàng rất nhanh đóng gói chắc chắn cẩn thận. sản phẩm đúng mô tả chất lượng vượt trội đáng ủng hộ lâu dài",positive,positive,positive,neutral
"giao hàng nhanh chóng nhân viên nhiệt tình. chắc chắn quay lại mua sắm. sản phẩm tuyệt vời chất lượng tốt",positive,neutral,positive,neutral
"dịch vụ chăm sóc khách hàng tuyệt vời đáng ủng hộ. sản phẩm rất đẹp và chất lượng vượt ngoài mong đợi. giao hàng nhanh",positive,neutral,positive,neutral
"sản phẩm rất tốt đúng quảng cáo chất lượng tuyệt vời. giao hàng nhanh nhân viên nhiệt tình. sẽ tiếp tục ủng hộ",positive,neutral,positive,neutral
"shop tư vấn nhiệt tình hỗ trợ tốt. rất hài lòng trải nghiệm mua sắm đáng ủng hộ lâu dài",positive,neutral,neutral,neutral
"mua hàng nhiều lần lần nào cũng ưng ý. giao hàng rất nhanh đóng gói chắc chắn cẩn thận. rất hài lòng",positive,positive,positive,neutral
"rất hài lòng với sản phẩm và dịch vụ trải nghiệm mua sắm. chăm sóc khách hàng chu đáo tận tình",positive,neutral,neutral,neutral
"giao hàng rất nhanh đóng gói chắc chắn cẩn thận. chắc chắn quay lại mua sắm. sản phẩm đẹp chất lượng vượt mong đợi",positive,positive,positive,neutral
"rất đáng ủng hộ lâu dài. shop đóng gói cẩn thận giao hàng nhanh. sản phẩm rất đẹp chất lượng vượt mong đợi",positive,positive,positive,neutral
"rất hài lòng với trải nghiệm mua sắm. phục vụ tận tâm chu đáo sản phẩm chất lượng tốt đúng hình ảnh. sẽ tiếp tục ủng hộ",positive,neutral,neutral,neutral
"sản phẩm đẹp chất lượng tốt phục vụ chu đáo. sản phẩm đúng mô tả chất lượng vượt trội. sẽ tiếp tục ủng hộ",positive,neutral,neutral,neutral
"shop tư vấn nhiệt tình hỗ trợ tốt. sản phẩm tuyệt vời chất lượng tốt giao hàng nhanh. đóng gói cẩn thận",positive,positive,positive,neutral
"shop tư vấn nhiệt tình. sản phẩm tuyệt vời chất lượng tốt giao hàng nhanh. sản phẩm đẹp phục vụ chu đáo",positive,neutral,positive,neutral
"sản phẩm tuyệt vời chất lượng tốt giao hàng nhanh. rất hài lòng với trải nghiệm mua sắm. shop tư vấn nhiệt tình",positive,neutral,positive,neutral
"chăm sóc khách hàng chu đáo tận tình. shop tư vấn nhiệt tình. giao hàng rất nhanh đóng gói chắc chắn cẩn thận",positive,positive,positive,neutral
"nhân viên nhiệt tình giao hàng nhanh. chăm sóc khách hàng chu đáo. sản phẩm đẹp chất lượng tốt phục vụ chu đáo",positive,neutral,positive,neutral
"mua hàng nhiều lần rất ưng ý. sản phẩm rất tốt đúng quảng cáo chất lượng tuyệt vời. shop tư vấn nhiệt tình",positive,neutral,neutral,neutral
"giao hàng nhanh nhân viên nhiệt tình. sản phẩm tuyệt vời chất lượng tốt. đóng gói chắc chắn cẩn thận",positive,positive,positive,neutral
"chăm sóc khách hàng chu đáo. sản phẩm rất tốt chất lượng tuyệt vời. shop giao hàng nhanh đóng gói kỹ lưỡng",positive,positive,positive,neutral
"shop giao hàng nhanh sản phẩm chất lượng đóng gói kỹ. sản phẩm đúng mô tả chất lượng vượt trội. mua nhiều lần rất ưng ý",positive,positive,positive,neutral
"giao hàng rất nhanh đóng gói chắc chắn cẩn thận. sản phẩm rất tốt đúng quảng cáo chất lượng tuyệt vời",positive,positive,positive,neutral
"sản phẩm tuyệt vời chất lượng tốt giao hàng nhanh. sản phẩm đẹp phục vụ chu đáo. mua nhiều lần rất ưng ý",positive,neutral,positive,neutral
